region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,bottom,top,lower,upper,central_lower,central_upper
London,2020-11-28,,forecast,0.03,0.035,0.051,,,,,,,-0.048,0.119,-0.007,0.049,0.009,0.029
Scotland,2020-10-04,,estimate,0.031,0.03,0.009,,,,,,,0.016,0.045,0.027,0.039,0.028,0.032
London,2020-10-08,,estimate,0.031,0.031,0.01,,,,,,,0.014,0.047,0.025,0.038,0.03,0.034
Midlands,2020-09-13,,estimate,0.031,0.031,0.011,,,,,,,0.012,0.048,0.024,0.039,0.028,0.033
Northern Ireland,2020-10-06,,estimate,0.031,0.031,0.011,,,,,,,0.013,0.048,0.023,0.037,0.029,0.034
London,2020-09-11,,estimate,0.031,0.031,0.011,,,,,,,0.014,0.049,0.025,0.039,0.027,0.032
South East,2020-10-28,,estimate,0.031,0.031,0.012,,,,,,,0.009,0.05,0.023,0.039,0.028,0.034
East of England,2020-10-12,,estimate,0.031,0.032,0.008,0.021,0.027,0.03,0.033,0.036,0.045,,,,,,
Wales,2020-10-13,,estimate,0.031,0.032,0.01,,,,,,,0.015,0.048,0.024,0.037,0.027,0.032
London,2020-11-10,,estimate based on partial data,0.031,0.034,0.035,,,,,,,-0.02,0.093,0.005,0.047,0.013,0.028
London,2020-11-11,,estimate based on partial data,0.031,0.035,0.039,,,,,,,-0.024,0.102,0.005,0.05,0.013,0.029
London,2020-11-12,,estimate based on partial data,0.031,0.035,0.043,,,,,,,-0.033,0.105,-0.001,0.048,0.011,0.029
England,2020-10-04,,estimate,0.032,0.031,0.009,,,,,,,0.016,0.046,0.027,0.039,0.03,0.035
Midlands,2020-10-07,,estimate,0.032,0.031,0.011,,,,,,,0.014,0.049,0.025,0.039,0.03,0.035
South East,2020-10-27,,estimate,0.032,0.031,0.012,,,,,,,0.012,0.052,0.024,0.04,0.031,0.036
East of England,2020-09-11,,estimate,0.032,0.032,0.008,0.018,0.027,0.03,0.034,0.037,0.044,,,,,,
Wales,2020-10-11,,estimate,0.032,0.032,0.01,,,,,,,0.017,0.049,0.025,0.038,0.029,0.033
Wales,2020-10-12,,estimate,0.032,0.032,0.01,,,,,,,0.017,0.049,0.025,0.038,0.029,0.034
South East,2020-10-26,,estimate,0.032,0.032,0.012,,,,,,,0.012,0.052,0.025,0.041,0.028,0.034
South West,2020-10-09,,estimate,0.032,0.032,0.012,,,,,,,0.013,0.051,0.025,0.041,0.027,0.033
Wales,2020-10-10,,estimate,0.032,0.033,0.01,,,,,,,0.017,0.048,0.026,0.038,0.029,0.033
United Kingdom,2020-10-04,,estimate,0.033,0.032,0.009,,,,,,,0.019,0.047,0.028,0.039,0.032,0.036
North West,2020-09-30,,estimate,0.033,0.033,0.008,,,,,,,0.019,0.046,0.028,0.039,0.03,0.034
Wales,2020-10-08,,estimate,0.033,0.033,0.01,,,,,,,0.016,0.048,0.027,0.04,0.033,0.037
Wales,2020-10-09,,estimate,0.033,0.033,0.01,,,,,,,0.017,0.049,0.026,0.038,0.031,0.036
South East,2020-10-12,,estimate,0.033,0.033,0.011,,,,,,,0.014,0.051,0.026,0.041,0.03,0.035
South East,2020-10-11,,estimate,0.033,0.033,0.011,,,,,,,0.016,0.052,0.027,0.042,0.032,0.037
South East,2020-10-25,,estimate,0.033,0.033,0.012,,,,,,,0.013,0.052,0.026,0.042,0.029,0.035
Northern Ireland,2020-09-08,,estimate,0.033,0.033,0.012,,,,,,,0.015,0.053,0.026,0.042,0.029,0.035
Wales,2020-10-07,,estimate,0.034,0.033,0.01,,,,,,,0.016,0.049,0.028,0.04,0.033,0.037
London,2020-10-07,,estimate,0.034,0.033,0.01,,,,,,,0.017,0.05,0.028,0.041,0.032,0.037
East of England,2020-10-11,,estimate,0.034,0.034,0.008,0.024,0.03,0.032,0.035,0.038,0.047,,,,,,
Wales,2020-10-06,,estimate,0.034,0.034,0.01,,,,,,,0.018,0.051,0.028,0.041,0.034,0.039
South East,2020-10-10,,estimate,0.034,0.034,0.011,,,,,,,0.015,0.051,0.025,0.039,0.031,0.036
South East,2020-10-13,,estimate,0.034,0.034,0.011,,,,,,,0.015,0.052,0.026,0.041,0.03,0.035
South East,2020-10-14,,estimate,0.034,0.034,0.011,,,,,,,0.016,0.053,0.027,0.043,0.031,0.037
South East,2020-10-24,,estimate,0.034,0.034,0.012,,,,,,,0.014,0.054,0.026,0.042,0.027,0.033
Scotland,2020-10-03,,estimate,0.035,0.035,0.009,,,,,,,0.021,0.05,0.029,0.042,0.032,0.036
Wales,2020-10-05,,estimate,0.035,0.035,0.01,,,,,,,0.018,0.051,0.029,0.042,0.033,0.038
North East and Yorkshire,2020-10-01,,estimate,0.035,0.035,0.01,,,,,,,0.019,0.051,0.029,0.043,0.032,0.037
South East,2020-10-09,,estimate,0.035,0.035,0.011,,,,,,,0.017,0.052,0.027,0.041,0.031,0.037
South East,2020-10-23,,estimate,0.035,0.035,0.012,,,,,,,0.014,0.054,0.026,0.042,0.031,0.037
South East,2020-10-15,,estimate,0.035,0.035,0.012,,,,,,,0.016,0.053,0.027,0.042,0.034,0.04
South West,2020-10-08,,estimate,0.035,0.035,0.012,,,,,,,0.016,0.054,0.029,0.044,0.031,0.037
England,2020-10-03,,estimate,0.036,0.035,0.009,,,,,,,0.021,0.05,0.031,0.043,0.033,0.038
London,2020-10-06,,estimate,0.036,0.035,0.01,,,,,,,0.018,0.051,0.03,0.043,0.035,0.04
Midlands,2020-10-06,,estimate,0.036,0.036,0.01,,,,,,,0.019,0.053,0.03,0.044,0.032,0.037
Midlands,2020-09-14,,estimate,0.036,0.036,0.011,,,,,,,0.017,0.053,0.028,0.042,0.034,0.039
South East,2020-10-08,,estimate,0.036,0.036,0.011,,,,,,,0.02,0.055,0.029,0.043,0.032,0.037
South East,2020-10-16,,estimate,0.036,0.036,0.012,,,,,,,0.015,0.053,0.027,0.043,0.035,0.04
South West,2020-09-12,,estimate,0.036,0.036,0.012,,,,,,,0.015,0.055,0.028,0.044,0.033,0.038
South East,2020-10-17,,estimate,0.036,0.036,0.012,,,,,,,0.017,0.054,0.028,0.044,0.035,0.04
South East,2020-10-22,,estimate,0.036,0.036,0.012,,,,,,,0.017,0.056,0.028,0.043,0.033,0.038
South East,2020-10-21,,estimate,0.036,0.036,0.012,,,,,,,0.017,0.057,0.029,0.044,0.033,0.039
East of England,2020-10-10,,estimate,0.036,0.037,0.007,0.026,0.032,0.035,0.038,0.041,0.049,,,,,,
South East,2020-10-20,,estimate,0.036,0.037,0.012,,,,,,,0.016,0.055,0.029,0.044,0.033,0.039
North West,2020-09-29,,estimate,0.037,0.036,0.008,,,,,,,0.023,0.05,0.031,0.041,0.035,0.039
United Kingdom,2020-10-03,,estimate,0.037,0.036,0.009,,,,,,,0.023,0.051,0.032,0.044,0.036,0.04
Wales,2020-10-04,,estimate,0.037,0.036,0.01,,,,,,,0.018,0.051,0.031,0.044,0.033,0.037
East of England,2020-09-12,,estimate,0.037,0.037,0.007,0.024,0.032,0.035,0.039,0.042,0.048,,,,,,
London,2020-09-12,,estimate,0.037,0.037,0.01,,,,,,,0.02,0.054,0.029,0.042,0.034,0.039
South East,2020-10-19,,estimate,0.037,0.037,0.012,,,,,,,0.017,0.055,0.028,0.043,0.032,0.038
South East,2020-10-18,,estimate,0.037,0.037,0.012,,,,,,,0.017,0.055,0.029,0.044,0.033,0.039
Wales,2020-10-03,,estimate,0.038,0.038,0.01,,,,,,,0.02,0.054,0.032,0.045,0.036,0.041
London,2020-10-05,,estimate,0.038,0.038,0.01,,,,,,,0.021,0.055,0.032,0.045,0.038,0.043
Northern Ireland,2020-09-09,,estimate,0.038,0.038,0.012,,,,,,,0.019,0.057,0.032,0.048,0.034,0.04
South East,2020-10-07,,estimate,0.038,0.039,0.011,,,,,,,0.021,0.058,0.03,0.045,0.035,0.04
East of England,2020-10-09,,estimate,0.039,0.039,0.007,0.029,0.035,0.037,0.04,0.043,0.05,,,,,,
South West,2020-10-07,,estimate,0.039,0.039,0.012,,,,,,,0.02,0.059,0.031,0.047,0.036,0.041
Scotland,2020-10-02,,estimate,0.04,0.04,0.009,,,,,,,0.025,0.055,0.034,0.046,0.037,0.042
England,2020-10-02,,estimate,0.04,0.04,0.009,,,,,,,0.025,0.055,0.035,0.047,0.037,0.042
Wales,2020-10-02,,estimate,0.04,0.04,0.01,,,,,,,0.022,0.056,0.033,0.047,0.039,0.044
Midlands,2020-10-05,,estimate,0.04,0.04,0.01,,,,,,,0.024,0.059,0.034,0.047,0.037,0.042
North West,2020-09-28,,estimate,0.04,0.041,0.008,,,,,,,0.027,0.053,0.036,0.046,0.038,0.041
London,2020-10-04,,estimate,0.041,0.04,0.011,,,,,,,0.022,0.057,0.034,0.048,0.04,0.045
South East,2020-09-14,,estimate,0.041,0.04,0.012,,,,,,,0.022,0.059,0.033,0.048,0.038,0.043
United Kingdom,2020-10-02,,estimate,0.041,0.041,0.009,,,,,,,0.026,0.054,0.037,0.048,0.04,0.044
Midlands,2020-09-15,,estimate,0.041,0.041,0.011,,,,,,,0.023,0.058,0.035,0.049,0.039,0.045
United Kingdom,2020-09-07,,estimate,0.041,0.041,0.011,,,,,,,0.023,0.059,0.033,0.048,0.039,0.044
Northern Ireland,2020-10-05,,estimate,0.041,0.041,0.011,,,,,,,0.023,0.059,0.034,0.048,0.039,0.044
United Kingdom,2020-09-06,,estimate,0.041,0.041,0.012,,,,,,,0.023,0.061,0.035,0.051,0.037,0.043
East of England,2020-10-08,,estimate,0.041,0.042,0.007,0.031,0.037,0.04,0.043,0.046,0.052,,,,,,
Scotland,2020-09-05,,estimate,0.042,0.041,0.012,,,,,,,0.022,0.06,0.035,0.051,0.041,0.048
England,2020-09-07,,estimate,0.042,0.041,0.012,,,,,,,0.022,0.061,0.033,0.049,0.042,0.048
England,2020-09-06,,estimate,0.042,0.041,0.013,,,,,,,0.021,0.061,0.033,0.05,0.041,0.048
East of England,2020-09-13,,estimate,0.042,0.042,0.007,0.03,0.037,0.04,0.044,0.046,0.054,,,,,,
Wales,2020-10-01,,estimate,0.042,0.042,0.01,,,,,,,0.026,0.06,0.037,0.05,0.039,0.044
United Kingdom,2020-09-08,,estimate,0.042,0.042,0.011,,,,,,,0.024,0.059,0.035,0.05,0.041,0.046
South East,2020-10-06,,estimate,0.042,0.042,0.011,,,,,,,0.024,0.061,0.033,0.049,0.037,0.042
England,2020-09-08,,estimate,0.042,0.042,0.011,,,,,,,0.024,0.061,0.034,0.049,0.042,0.048
United Kingdom,2020-09-05,,estimate,0.042,0.042,0.012,,,,,,,0.024,0.063,0.034,0.05,0.041,0.047
England,2020-09-05,,estimate,0.042,0.042,0.013,,,,,,,0.02,0.062,0.034,0.052,0.043,0.05
North East and Yorkshire,2020-09-30,,estimate,0.042,0.043,0.01,,,,,,,0.026,0.058,0.036,0.049,0.039,0.044
Scotland,2020-09-06,,estimate,0.043,0.042,0.012,,,,,,,0.023,0.06,0.036,0.051,0.039,0.045
London,2020-09-13,,estimate,0.043,0.043,0.011,,,,,,,0.026,0.061,0.036,0.049,0.039,0.044
North East and Yorkshire,2020-09-06,,estimate,0.043,0.043,0.013,,,,,,,0.023,0.064,0.035,0.052,0.04,0.046
London,2020-10-03,,estimate,0.044,0.043,0.011,,,,,,,0.025,0.061,0.038,0.052,0.044,0.049
England,2020-09-09,,estimate,0.044,0.043,0.011,,,,,,,0.026,0.061,0.035,0.05,0.042,0.048
East of England,2020-10-07,,estimate,0.044,0.044,0.007,0.033,0.04,0.043,0.046,0.048,0.054,,,,,,
England,2020-10-01,,estimate,0.044,0.044,0.009,,,,,,,0.029,0.059,0.038,0.05,0.04,0.045
United Kingdom,2020-09-09,,estimate,0.044,0.044,0.01,,,,,,,0.027,0.06,0.037,0.05,0.041,0.046
Wales,2020-09-30,,estimate,0.044,0.044,0.01,,,,,,,0.027,0.061,0.038,0.051,0.043,0.048
Scotland,2020-09-07,,estimate,0.044,0.044,0.011,,,,,,,0.026,0.061,0.038,0.053,0.038,0.044
South West,2020-10-06,,estimate,0.044,0.044,0.012,,,,,,,0.023,0.063,0.037,0.052,0.043,0.049
North East and Yorkshire,2020-09-07,,estimate,0.044,0.044,0.012,,,,,,,0.024,0.063,0.037,0.054,0.042,0.049
Northern Ireland,2020-09-10,,estimate,0.044,0.044,0.012,,,,,,,0.025,0.062,0.036,0.051,0.04,0.045
North East and Yorkshire,2020-09-05,,estimate,0.044,0.044,0.013,,,,,,,0.022,0.065,0.035,0.053,0.04,0.046
North West,2020-09-27,,estimate,0.044,0.045,0.008,,,,,,,0.031,0.057,0.04,0.05,0.042,0.046
Scotland,2020-10-01,,estimate,0.045,0.045,0.009,,,,,,,0.029,0.06,0.039,0.052,0.047,0.051
South East,2020-10-05,,estimate,0.045,0.045,0.012,,,,,,,0.026,0.064,0.036,0.052,0.045,0.051
United Kingdom,2020-10-01,,estimate,0.046,0.045,0.009,,,,,,,0.031,0.059,0.041,0.052,0.045,0.049
England,2020-09-10,,estimate,0.046,0.046,0.01,,,,,,,0.031,0.063,0.04,0.053,0.043,0.048
Midlands,2020-10-04,,estimate,0.046,0.046,0.011,,,,,,,0.027,0.062,0.039,0.053,0.043,0.048
North East and Yorkshire,2020-09-08,,estimate,0.046,0.046,0.012,,,,,,,0.027,0.064,0.039,0.055,0.045,0.051
East of England,2020-09-14,,estimate,0.046,0.047,0.007,0.035,0.042,0.045,0.048,0.051,0.059,,,,,,
United Kingdom,2020-09-10,,estimate,0.047,0.046,0.009,,,,,,,0.031,0.062,0.041,0.053,0.045,0.05
East of England,2020-10-06,,estimate,0.047,0.047,0.007,0.035,0.043,0.046,0.049,0.051,0.057,,,,,,
Scotland,2020-09-08,,estimate,0.047,0.047,0.01,,,,,,,0.03,0.063,0.04,0.054,0.046,0.051
Wales,2020-09-29,,estimate,0.047,0.047,0.01,,,,,,,0.031,0.064,0.041,0.054,0.046,0.051
London,2020-10-02,,estimate,0.047,0.047,0.011,,,,,,,0.028,0.065,0.041,0.055,0.049,0.054
Midlands,2020-09-16,,estimate,0.047,0.047,0.011,,,,,,,0.03,0.065,0.039,0.053,0.043,0.048
South West,2020-09-13,,estimate,0.047,0.047,0.013,,,,,,,0.027,0.068,0.039,0.055,0.044,0.05
North West,2020-09-26,,estimate,0.048,0.049,0.008,,,,,,,0.035,0.062,0.042,0.053,0.046,0.05
London,2020-09-14,,estimate,0.048,0.049,0.011,,,,,,,0.03,0.067,0.04,0.054,0.043,0.049
England,2020-09-11,,estimate,0.049,0.049,0.009,,,,,,,0.034,0.064,0.045,0.057,0.046,0.051
England,2020-09-30,,estimate,0.049,0.049,0.009,,,,,,,0.035,0.064,0.043,0.054,0.044,0.049
East of England,2020-10-05,,estimate,0.05,0.049,0.007,0.037,0.046,0.048,0.052,0.054,0.06,,,,,,
United Kingdom,2020-09-11,,estimate,0.05,0.049,0.009,,,,,,,0.035,0.064,0.042,0.054,0.049,0.054
North East and Yorkshire,2020-09-09,,estimate,0.05,0.049,0.011,,,,,,,0.032,0.067,0.042,0.057,0.047,0.052
South West,2020-10-05,,estimate,0.05,0.049,0.012,,,,,,,0.029,0.07,0.042,0.058,0.046,0.052
United Kingdom,2020-09-30,,estimate,0.05,0.05,0.009,,,,,,,0.036,0.065,0.046,0.057,0.048,0.052
Scotland,2020-09-30,,estimate,0.05,0.05,0.01,,,,,,,0.034,0.065,0.042,0.055,0.047,0.052
Scotland,2020-09-09,,estimate,0.05,0.05,0.01,,,,,,,0.034,0.065,0.044,0.057,0.047,0.052
Wales,2020-09-28,,estimate,0.05,0.05,0.01,,,,,,,0.034,0.067,0.042,0.056,0.047,0.052
North East and Yorkshire,2020-09-29,,estimate,0.05,0.05,0.01,,,,,,,0.035,0.067,0.044,0.057,0.046,0.051
South East,2020-10-04,,estimate,0.05,0.05,0.012,,,,,,,0.031,0.069,0.041,0.057,0.046,0.052
Northern Ireland,2020-09-11,,estimate,0.05,0.05,0.012,,,,,,,0.032,0.07,0.042,0.057,0.048,0.054
London,2020-10-01,,estimate,0.051,0.05,0.011,,,,,,,0.032,0.069,0.045,0.059,0.049,0.054
Midlands,2020-10-03,,estimate,0.051,0.051,0.011,,,,,,,0.034,0.069,0.044,0.058,0.05,0.055
South East,2020-09-15,,estimate,0.051,0.051,0.012,,,,,,,0.031,0.071,0.042,0.059,0.045,0.051
East of England,2020-09-15,,estimate,0.051,0.052,0.007,0.04,0.047,0.049,0.053,0.056,0.065,,,,,,
Northern Ireland,2020-10-04,,estimate,0.051,0.052,0.011,,,,,,,0.032,0.068,0.044,0.058,0.048,0.054
North West,2020-09-25,,estimate,0.052,0.052,0.008,,,,,,,0.039,0.066,0.047,0.058,0.048,0.052
England,2020-09-12,,estimate,0.052,0.052,0.009,,,,,,,0.037,0.065,0.046,0.058,0.048,0.053
Wales,2020-09-27,,estimate,0.052,0.052,0.01,,,,,,,0.036,0.068,0.045,0.058,0.05,0.055
East of England,2020-10-04,,estimate,0.053,0.052,0.007,0.039,0.048,0.051,0.055,0.057,0.063,,,,,,
Scotland,2020-09-10,,estimate,0.053,0.053,0.009,,,,,,,0.037,0.068,0.048,0.06,0.05,0.055
United Kingdom,2020-09-12,,estimate,0.053,0.053,0.009,,,,,,,0.038,0.067,0.047,0.059,0.051,0.056
England,2020-09-29,,estimate,0.053,0.053,0.009,,,,,,,0.039,0.069,0.047,0.059,0.051,0.056
Midlands,2020-09-17,,estimate,0.053,0.053,0.011,,,,,,,0.036,0.071,0.044,0.058,0.051,0.057
London,2020-09-15,,estimate,0.053,0.055,0.012,,,,,,,0.035,0.075,0.043,0.059,0.048,0.053
North East and Yorkshire,2020-09-10,,estimate,0.054,0.053,0.01,,,,,,,0.036,0.069,0.045,0.059,0.053,0.058
London,2020-09-30,,estimate,0.054,0.054,0.011,,,,,,,0.035,0.072,0.048,0.062,0.053,0.058
United Kingdom,2020-09-29,,estimate,0.055,0.055,0.009,,,,,,,0.04,0.068,0.049,0.06,0.054,0.058
England,2020-09-13,,estimate,0.055,0.055,0.009,,,,,,,0.041,0.069,0.05,0.061,0.054,0.059
Wales,2020-09-26,,estimate,0.055,0.055,0.01,,,,,,,0.038,0.071,0.048,0.062,0.051,0.056
Scotland,2020-09-29,,estimate,0.055,0.055,0.01,,,,,,,0.04,0.071,0.048,0.06,0.054,0.058
South East,2020-10-03,,estimate,0.055,0.055,0.012,,,,,,,0.035,0.074,0.046,0.062,0.049,0.055
North West,2020-09-24,,estimate,0.055,0.056,0.008,,,,,,,0.043,0.071,0.049,0.06,0.052,0.056
East of England,2020-10-03,,estimate,0.056,0.055,0.008,0.042,0.051,0.054,0.058,0.06,0.066,,,,,,
East of England,2020-09-16,,estimate,0.056,0.056,0.008,0.045,0.051,0.054,0.057,0.06,0.07,,,,,,
South West,2020-10-04,,estimate,0.056,0.056,0.013,,,,,,,0.036,0.077,0.046,0.063,0.053,0.059
United Kingdom,2020-09-13,,estimate,0.057,0.056,0.009,,,,,,,0.043,0.071,0.051,0.062,0.054,0.058
Scotland,2020-09-11,,estimate,0.057,0.057,0.009,,,,,,,0.041,0.071,0.052,0.064,0.055,0.059
Wales,2020-09-12,,estimate,0.057,0.057,0.01,,,,,,,0.039,0.072,0.051,0.063,0.055,0.06
Wales,2020-09-11,,estimate,0.057,0.057,0.01,,,,,,,0.04,0.073,0.05,0.063,0.056,0.061
Wales,2020-09-10,,estimate,0.057,0.057,0.01,,,,,,,0.04,0.073,0.051,0.064,0.056,0.061
Wales,2020-09-25,,estimate,0.057,0.057,0.01,,,,,,,0.042,0.075,0.05,0.064,0.054,0.059
Midlands,2020-10-02,,estimate,0.057,0.057,0.011,,,,,,,0.039,0.075,0.049,0.063,0.057,0.062
Wales,2020-09-09,,estimate,0.057,0.057,0.011,,,,,,,0.04,0.075,0.052,0.067,0.056,0.061
Northern Ireland,2020-09-12,,estimate,0.057,0.058,0.012,,,,,,,0.039,0.077,0.05,0.066,0.054,0.059
England,2020-09-28,,estimate,0.058,0.058,0.009,,,,,,,0.044,0.074,0.05,0.062,0.054,0.059
Wales,2020-09-13,,estimate,0.058,0.058,0.01,,,,,,,0.041,0.073,0.052,0.064,0.056,0.06
North East and Yorkshire,2020-09-11,,estimate,0.058,0.058,0.01,,,,,,,0.042,0.074,0.052,0.065,0.056,0.06
North East and Yorkshire,2020-09-28,,estimate,0.058,0.058,0.01,,,,,,,0.042,0.075,0.051,0.064,0.053,0.058
Wales,2020-09-08,,estimate,0.058,0.058,0.011,,,,,,,0.039,0.075,0.051,0.066,0.056,0.062
London,2020-09-29,,estimate,0.058,0.058,0.011,,,,,,,0.04,0.077,0.05,0.064,0.052,0.058
East of England,2020-10-02,,estimate,0.059,0.058,0.008,0.045,0.054,0.057,0.061,0.063,0.069,,,,,,
England,2020-09-14,,estimate,0.059,0.059,0.009,,,,,,,0.044,0.073,0.053,0.064,0.055,0.06
North West,2020-09-23,,estimate,0.059,0.059,0.009,,,,,,,0.045,0.073,0.052,0.063,0.055,0.059
Wales,2020-09-14,,estimate,0.059,0.059,0.01,,,,,,,0.043,0.076,0.053,0.066,0.058,0.063
Midlands,2020-09-18,,estimate,0.059,0.059,0.011,,,,,,,0.041,0.077,0.051,0.066,0.056,0.061
South West,2020-09-14,,estimate,0.059,0.059,0.013,,,,,,,0.037,0.079,0.051,0.068,0.056,0.062
United Kingdom,2020-09-28,,estimate,0.059,0.06,0.009,,,,,,,0.045,0.074,0.055,0.066,0.056,0.061
Wales,2020-09-24,,estimate,0.059,0.06,0.01,,,,,,,0.044,0.077,0.051,0.065,0.057,0.062
Scotland,2020-09-28,,estimate,0.059,0.06,0.01,,,,,,,0.045,0.076,0.052,0.064,0.059,0.063
London,2020-09-16,,estimate,0.059,0.06,0.013,,,,,,,0.039,0.081,0.049,0.066,0.053,0.059
East of England,2020-09-17,,estimate,0.06,0.06,0.008,0.049,0.055,0.058,0.062,0.065,0.074,,,,,,
United Kingdom,2020-09-14,,estimate,0.06,0.06,0.009,,,,,,,0.046,0.075,0.055,0.066,0.057,0.061
Wales,2020-09-07,,estimate,0.06,0.06,0.012,,,,,,,0.04,0.077,0.054,0.07,0.061,0.066
Wales,2020-09-15,,estimate,0.06,0.061,0.01,,,,,,,0.044,0.077,0.054,0.067,0.059,0.064
Scotland,2020-09-12,,estimate,0.061,0.061,0.009,,,,,,,0.045,0.075,0.054,0.066,0.059,0.063
Wales,2020-09-23,,estimate,0.061,0.061,0.01,,,,,,,0.045,0.079,0.054,0.067,0.059,0.063
London,2020-09-28,,estimate,0.061,0.061,0.011,,,,,,,0.043,0.08,0.055,0.07,0.057,0.063
South East,2020-10-02,,estimate,0.061,0.061,0.012,,,,,,,0.041,0.081,0.053,0.069,0.058,0.064
South East,2020-09-16,,estimate,0.061,0.062,0.013,,,,,,,0.04,0.084,0.053,0.071,0.054,0.061
East of England,2020-10-01,,estimate,0.062,0.061,0.008,0.049,0.057,0.06,0.064,0.066,0.073,,,,,,
North West,2020-09-22,,estimate,0.062,0.062,0.009,,,,,,,0.048,0.077,0.054,0.065,0.06,0.064
Wales,2020-09-16,,estimate,0.062,0.062,0.01,,,,,,,0.045,0.078,0.054,0.068,0.061,0.066
England,2020-09-27,,estimate,0.062,0.062,0.01,,,,,,,0.047,0.078,0.056,0.068,0.059,0.063
Northern Ireland,2020-10-03,,estimate,0.062,0.062,0.011,,,,,,,0.043,0.08,0.055,0.069,0.058,0.063
Midlands,2020-10-01,,estimate,0.062,0.062,0.011,,,,,,,0.045,0.081,0.055,0.069,0.061,0.066
England,2020-09-15,,estimate,0.062,0.063,0.009,,,,,,,0.048,0.078,0.055,0.067,0.059,0.064
Wales,2020-09-22,,estimate,0.062,0.063,0.011,,,,,,,0.046,0.08,0.055,0.069,0.06,0.065
Wales,2020-09-17,,estimate,0.062,0.063,0.011,,,,,,,0.046,0.08,0.056,0.07,0.058,0.063
Wales,2020-09-06,,estimate,0.063,0.062,0.012,,,,,,,0.044,0.083,0.055,0.071,0.062,0.068
South West,2020-10-03,,estimate,0.063,0.063,0.013,,,,,,,0.041,0.083,0.055,0.072,0.057,0.063
East of England,2020-09-18,,estimate,0.063,0.064,0.008,0.053,0.059,0.061,0.065,0.069,0.079,,,,,,
Wales,2020-09-18,,estimate,0.063,0.064,0.011,,,,,,,0.045,0.081,0.055,0.069,0.058,0.063
Wales,2020-09-21,,estimate,0.063,0.064,0.011,,,,,,,0.046,0.081,0.054,0.068,0.061,0.066
Wales,2020-09-19,,estimate,0.063,0.064,0.011,,,,,,,0.046,0.082,0.055,0.069,0.059,0.064
North East and Yorkshire,2020-09-12,,estimate,0.064,0.063,0.009,,,,,,,0.048,0.079,0.058,0.07,0.061,0.066
United Kingdom,2020-09-27,,estimate,0.064,0.064,0.009,,,,,,,0.049,0.079,0.057,0.069,0.061,0.066
United Kingdom,2020-09-15,,estimate,0.064,0.064,0.009,,,,,,,0.05,0.08,0.058,0.07,0.061,0.066
Scotland,2020-09-27,,estimate,0.064,0.064,0.01,,,,,,,0.049,0.08,0.056,0.068,0.063,0.067
Wales,2020-09-20,,estimate,0.064,0.064,0.011,,,,,,,0.046,0.082,0.056,0.07,0.059,0.064
North West,2020-09-21,,estimate,0.064,0.065,0.009,,,,,,,0.049,0.079,0.057,0.069,0.062,0.066
Midlands,2020-09-19,,estimate,0.064,0.065,0.011,,,,,,,0.046,0.082,0.058,0.073,0.059,0.065
London,2020-09-17,,estimate,0.064,0.065,0.014,,,,,,,0.042,0.086,0.051,0.07,0.058,0.065
East of England,2020-09-30,,estimate,0.065,0.064,0.007,0.052,0.06,0.063,0.066,0.069,0.076,,,,,,
Scotland,2020-09-13,,estimate,0.065,0.065,0.01,,,,,,,0.049,0.081,0.058,0.07,0.063,0.067
London,2020-09-27,,estimate,0.065,0.065,0.011,,,,,,,0.047,0.083,0.058,0.073,0.06,0.066
Northern Ireland,2020-09-13,,estimate,0.065,0.065,0.012,,,,,,,0.047,0.086,0.058,0.074,0.062,0.068
North East and Yorkshire,2020-09-27,,estimate,0.065,0.066,0.01,,,,,,,0.048,0.082,0.058,0.071,0.062,0.067
England,2020-09-16,,estimate,0.065,0.066,0.01,,,,,,,0.051,0.083,0.058,0.07,0.063,0.067
Wales,2020-09-05,,estimate,0.066,0.065,0.012,,,,,,,0.047,0.086,0.059,0.075,0.068,0.074
England,2020-09-26,,estimate,0.066,0.066,0.01,,,,,,,0.048,0.081,0.058,0.071,0.062,0.067
North West,2020-09-20,,estimate,0.066,0.067,0.009,,,,,,,0.05,0.081,0.06,0.072,0.062,0.066
Midlands,2020-09-30,,estimate,0.067,0.067,0.012,,,,,,,0.047,0.085,0.061,0.076,0.065,0.07
South East,2020-10-01,,estimate,0.067,0.067,0.012,,,,,,,0.047,0.087,0.057,0.073,0.067,0.072
East of England,2020-09-19,,estimate,0.067,0.068,0.008,0.056,0.062,0.065,0.069,0.073,0.083,,,,,,
United Kingdom,2020-09-16,,estimate,0.067,0.068,0.01,,,,,,,0.052,0.083,0.06,0.072,0.066,0.071
East of England,2020-09-29,,estimate,0.068,0.067,0.007,0.055,0.063,0.066,0.069,0.072,0.079,,,,,,
North West,2020-09-10,,estimate,0.068,0.068,0.008,,,,,,,0.054,0.08,0.063,0.074,0.065,0.069
North West,2020-09-11,,estimate,0.068,0.068,0.008,,,,,,,0.055,0.081,0.063,0.074,0.066,0.07
North West,2020-09-09,,estimate,0.068,0.068,0.009,,,,,,,0.053,0.081,0.063,0.074,0.068,0.072
North West,2020-09-08,,estimate,0.068,0.068,0.009,,,,,,,0.053,0.082,0.063,0.074,0.069,0.073
United Kingdom,2020-09-26,,estimate,0.068,0.068,0.009,,,,,,,0.053,0.083,0.061,0.073,0.064,0.069
